documents,label
"There Are Guns Violence And Curse Words (if you think your kids swear in school theres people dropping fucks all over the place and they probably swear too) You Can Play Games Where You Can Escape Prison And Rob Things You Can Cosplay As Girlfriend Boyfriend And Sex Alcohol Like Beers And Moonshine
",7
"ROBLOX IS SO BAD MY 68 YEAR OLD CHILD PLAYED THIS AND GOT HSCKED THIS NOT GOOD APP DELETEEE NOWWEWWWWWWWWWW!!!
",1
"There are some violent games.
",3
"If you do not want your child to play the violent games, you can go to settings and make it so your child can’t play the violent games.
",7
"My kid littery was cursing and he has a real life girlfrend now so THEY SHOULD DELETE THIS GAME NOW
",0
"He bought a pair of pants but never received them.
",8
"When support was contacted they stated: Too bad for you.
",6
"Really disappointing ... shattered my child’s faith in gaming.
",7
"This game is bad do not download because the online dtares are evil
",4
"Also there violent games like piggy, jailbreak, mad city, murder mystery 1 2 3 4 5 6 7 8 9 10 11 12 14 and royale high
",3
"This game is no bueno
",9
"I asked him what he was doing, and he immediately closed Roblox and told me he was doing ""nothing.""
",0
"This is absolutely disgusting, and this really should not be directed towards kids, but I would say otherwise it's decent.
",1
"Just in case though, don't expose this to your younger children, or those who haven't been educated on sex yet, unless you can .
",7
"The characters look unrealistic and blocky, so don't worry a huge amount, but still be careful.
",3
"I saw my young son Liu yangyang play roblox and his avatar was a disgrace it was a blocky lego but it got too depresed from doing homework and then he was playing this one game called piggy which involves a bighead pig with a bat then he played this game called brookhaven which had GUNS!!
",0
"I took away his netindo switch and didnt buy him pop tarts
",0
"this game ruined my sons oof life he died of LIGMA
",0
"But, what seems to be the problem?
",2
"(It's mostly copy and paste and slenders says that) Anyways, sometimes it can get a little violence not too much violence like the roblox game piggy..
",1
"However, you might get into those things a lot so you may wanna be careful and also (Last one) Many horrible sex games on Roblox is drinking, smoking and drugs.
",1
"Don't LET your kid play that game because as soon as they grow up they'll be doing bad stuff plus DRUGS and they'll be going to jail if they SELL drugs!
",7
"I WAS PLAYING JAILBREAK WHEN A CRIMINAL IN THAT GAM WAS SHOOTING ME FOR NO REASON I WAS TRYING TO GET 16K PLS FIX THIS 
",0
"AND THE GAME ALWAYS MAKING SMALL UPDATES
",0
"
",0
"-TAYMASTER
",0
"Roblox must be banned for children.
",5
"It’s not gaming platform but paradise for scammers.
",0
"Scammers are never punished and victims are never supported by Roblox team.
",5
"It’s real robbery that must be banned.
",7
"Complains about scams are useless because Roblox is surprisingly will always be on scammers’ side.
",8
"Some games on Roblox are just too similar to casinos and if you don’t want your child to became a gambler and loose his money never let him play Roblox.
",6
"so my kid  died inn roblox oh hi kreek!
",9
"Recently my son got scammed by Roblox's own system, by a glitch known as a UUC scam.
",0
"$600 down the drain, full of hackers and scammers, terrible security, and terrible service, Roblox support is unhelpful and offer poor support.
",8
"m-m-my sonny Thomas is so mean h-h-he refused to help me with the chores now h-h-he always plays roblox and never try to get e-e-education from his school.
",0
"I got a call last w-w-week from his physics teacher saying that thomas d-d-doesnt know how a s-s-strom is formed in the sky.
",4
"I wrote a l-l-letter and send it to roblox b-b-but they said they d-d-dont handle these kinds of situation.
",0
"That s-s-song is so satanic and demonic and im s-s-sure roblox has to do something with i-i-it.
",0
"Now does this game have blood and death?
",3
"Roblox does not have blood in most games, however your character can die.
",3
"Now I will say this, Roblox can have pay to win aspects, s&x, bypassing and privacy concerns, you can disable the chat feature to prevent this.
",1
"There is quite a lot of consumerism.
",2
"I was playing the mimic with jeno i smashed my keyboard because I saw a voodoo doll of krekk.
",0
"My adopted child playes roblox and he plays nicki minaj cart ride but the music was so disgusting in game.
",3
"Roblox please fix the audio issues because as I a mom of 5 dont want to lose my children to become roblox addicts
",6
"What a demonic and saitanic game.
",0
"Its all roblox staff and roblox itself's fault?
",6
"Roblox is a awful crappy game and a ripoff.
",6
"170 dollars for a stupid face?
",2
"Seriously a huge big ripoff and don’t ever buy.also a privacy concern Minecraft has a lot of privacy with the single player.
",1
"Roblox doesn’t have which make it a huge concern with privacy.
",1
"Roblox my girl friend jeffry from nct is lost.
",6
"My son asked me if he could download this game called Roblox on his Phone...So I let him..I made a big mistake I found out he was playing horror game like SPECTER which has demons ghosts and they can come out of your screen and kill you and eat you alive then the next day I bought him robux and he made a inappropriate avatar what had a DEMON in his back and he has a DEVIL FORK and he was swearing on this game called life in pardies and was online dating and had a girlfriend I know let him play GTA5 what is 
",0
"I went just to monitor my daughters screen and i saw someone spamming in the chat.
",0
"The lyrics were so bad and it was making my daughter's ears go deaf.
",0
"I reccomend you not to play brookhaven again..
",4
"my 6 year old daughter was playing this game called roblox and when i took her ipad i joined game i saw people doing 18+ things thi is not kids game!!
",0
"The thing that was bugging me was his deep-presed outfit,It was ALL black with a white face that looks like a decomposed body.
",0
"My son is a littreal sunshine and roblox is trying to make that not happen.
",7
"I LET LIU YANGYANG TO HAND OVER THAT LAPTOP ASAP AND I TOOK IT AND SMASH THAT LAPTOP TO A MILLION PIECES AND I NEVER LET MY SON TO PLAY THAT GAME EVER.
",0
"Most news channels target roblox for its part of the community that wants to ruin roblox, hackers, online daters, and the people who use blacklisted words as a loophole.
",1
"And yes, im afraid that the younger audiences would see this and copy them outside the roblox world, but thats where the report button comes in and saves the day.
",4
